"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-01 15:00","2022","02","01","15:00","3.0","","-4.5","","58","","0.0","","13","","17","","16.1","","101.21","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-01 16:00","2022","02","01","16:00","2.2","","-3.5","","66","","0.0","","6","","18","","16.1","","101.14","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-01 17:00","2022","02","01","17:00","1.3","","-2.1","","78","","0.0","","6","","22","","16.1","","101.09","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-01 18:00","2022","02","01","18:00","1.3","","-1.2","","83","","0.0","","6","","26","","16.1","","101.04","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-01 19:00","2022","02","01","19:00","2.7","","-0.7","","78","","0.0","","6","","17","","16.1","","101.02","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-01 20:00","2022","02","01","20:00","3.4","","-2.0","","68","","0.0","","13","","11","","16.1","","100.99","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-01 21:00","2022","02","01","21:00","3.7","","-2.4","","65","","0.0","","20","","13","","16.1","","101.00","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-01 22:00","2022","02","01","22:00","3.2","","-1.0","","74","","0.0","","21","","5","","16.1","","100.99","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-01 23:00","2022","02","01","23:00","3.0","","-0.6","","77","","0.0","","25","","11","","16.1","","101.01","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 00:00","2022","02","02","00:00","3.3","","-0.7","","75","","0.0","","26","","9","","16.1","","101.01","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 01:00","2022","02","02","01:00","3.0","","-0.8","","76","","0.0","","24","","11","","16.1","","101.03","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 02:00","2022","02","02","02:00","3.4","","-1.2","","72","","0.0","","","M","5","","16.1","","101.03","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 03:00","2022","02","02","03:00","3.5","","-1.1","","72","","0.0","","21","","5","","16.1","","101.09","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 04:00","2022","02","02","04:00","3.8","","-1.4","","69","","0.0","","15","","9","","16.1","","101.06","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 05:00","2022","02","02","05:00","3.6","","-0.6","","74","","0.0","","19","","8","","16.1","","101.13","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 06:00","2022","02","02","06:00","3.4","","-0.6","","75","","0.0","","16","","9","","16.1","","101.06","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 07:00","2022","02","02","07:00","3.2","","-0.9","","75","","0.0","","14","","5","","16.1","","101.10","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 08:00","2022","02","02","08:00","3.3","","-1.3","","72","","0.0","","16","","5","","16.1","","101.17","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 09:00","2022","02","02","09:00","3.5","","-1.5","","70","","0.0","","17","","8","","16.1","","101.19","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 10:00","2022","02","02","10:00","3.7","","-1.3","","70","","0.0","","17","","9","","16.1","","101.18","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 11:00","2022","02","02","11:00","3.8","","-1.9","","66","","0.0","","17","","11","","16.1","","101.16","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 12:00","2022","02","02","12:00","2.6","","0.3","","85","","0.0","","18","","11","","16.1","","101.21","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 13:00","2022","02","02","13:00","2.1","","0.9","","92","","1.5","","","M","5","","12.9","","101.16","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 14:00","2022","02","02","14:00","2.4","","1.1","","91","","0.2","","15","","5","","16.1","","101.05","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 15:00","2022","02","02","15:00","2.4","","1.4","","93","","0.5","","18","","8","","11.3","","101.04","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 16:00","2022","02","02","16:00","2.3","","1.6","","95","","1.2","","19","","5","","11.3","","101.03","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 17:00","2022","02","02","17:00","2.0","","1.6","","97","","1.5","","31","","11","","6.4","","101.05","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 18:00","2022","02","02","18:00","2.5","","1.5","","93","","1.5","","31","","24","","11.3","","101.02","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 19:00","2022","02","02","19:00","0.9","","-0.3","","92","","1.5","","35","","17","","4.8","","101.04","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 20:00","2022","02","02","20:00","0.6","","-1.2","","88","","0.0","","34","","17","","6.4","","101.07","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 21:00","2022","02","02","21:00","-0.8","","-2.9","","86","","0.2","","35","","28","","4.0","","101.09","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 22:00","2022","02","02","22:00","-1.2","","-2.8","","89","","0.5","","33","","22","","2.0","","101.19","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-02 23:00","2022","02","02","23:00","-1.7","","-3.1","","90","","0.5","","34","","17","","2.0","","101.16","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 00:00","2022","02","03","00:00","-2.0","","-3.6","","89","","0.5","","33","","32","","2.0","","101.27","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 01:00","2022","02","03","01:00","-2.0","","-3.9","","87","","0.0","","33","","24","","4.0","","101.28","","","","-8","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 02:00","2022","02","03","02:00","-2.0","","-4.4","","84","","0.2","","33","","18","","6.4","","101.32","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 03:00","2022","02","03","03:00","-1.8","","-5.1","","78","","0.0","","33","","11","","16.1","","101.40","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 04:00","2022","02","03","04:00","-1.9","","-5.4","","77","","0.0","","33","","18","","16.1","","101.48","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 05:00","2022","02","03","05:00","-2.1","","-5.3","","79","","0.0","","33","","15","","16.1","","101.54","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 06:00","2022","02","03","06:00","-2.5","","-6.1","","77","","0.0","","34","","17","","16.1","","101.63","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 07:00","2022","02","03","07:00","-3.0","","-6.7","","76","","0.0","","35","","17","","16.1","","101.77","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 08:00","2022","02","03","08:00","-3.8","","-8.0","","73","","0.0","","36","","22","","16.1","","101.89","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 09:00","2022","02","03","09:00","-4.3","","-8.4","","74","","0.0","","36","","18","","16.1","","101.93","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 10:00","2022","02","03","10:00","-5.0","","-9.3","","72","","0.0","","36","","22","","16.1","","101.98","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 11:00","2022","02","03","11:00","-5.4","","-10.3","","69","","0.0","","36","","24","","16.1","","102.01","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 12:00","2022","02","03","12:00","-5.4","","-10.6","","67","","0.0","","34","","17","","16.1","","102.01","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 13:00","2022","02","03","13:00","-5.9","","-12.1","","62","","0.0","","34","","17","","16.1","","101.98","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 14:00","2022","02","03","14:00","-6.4","","-12.9","","61","","0.0","","36","","22","","16.1","","101.88","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 15:00","2022","02","03","15:00","-6.7","","-12.5","","64","","0.0","","36","","13","","16.1","","101.91","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 16:00","2022","02","03","16:00","-7.3","","-11.8","","70","","0.0","","35","","18","","6.4","","101.97","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 17:00","2022","02","03","17:00","-7.4","","-12.0","","70","","0.0","","36","","24","","12.9","","101.98","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 18:00","2022","02","03","18:00","-7.8","","-11.1","","77","","0.0","","1","","22","","3.6","","101.94","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 19:00","2022","02","03","19:00","-7.8","","-10.7","","80","","0.0","","36","","22","","2.8","","101.96","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 20:00","2022","02","03","20:00","-8.1","","-11.3","","78","","0.2","","1","","22","","4.8","","101.99","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 21:00","2022","02","03","21:00","-8.1","","-10.7","","82","","0.2","","1","","17","","2.8","","101.91","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 22:00","2022","02","03","22:00","-8.5","","-11.3","","81","","0.0","","36","","13","","3.2","","101.89","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-03 23:00","2022","02","03","23:00","-8.8","","-12.1","","77","","0.2","","36","","22","","4.0","","101.81","","","","-17","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 00:00","2022","02","04","00:00","-8.9","","-11.8","","79","","0.0","","2","","18","","3.6","","101.77","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 01:00","2022","02","04","01:00","-9.1","","-12.1","","79","","0.2","","35","","21","","4.0","","101.64","","","","-17","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 02:00","2022","02","04","02:00","-9.3","","-12.3","","79","","0.0","","36","","18","","6.4","","101.59","","","","-17","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 03:00","2022","02","04","03:00","-9.4","","-12.6","","78","","0.2","","1","","11","","4.8","","101.54","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 04:00","2022","02","04","04:00","-9.6","","-13.4","","74","","0.0","","1","","24","","16.1","","101.57","","","","-18","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 05:00","2022","02","04","05:00","-9.8","","-13.8","","73","","0.0","","2","","21","","16.1","","101.60","","","","-18","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 06:00","2022","02","04","06:00","-10.2","","-14.8","","70","","0.0","","2","","21","","16.1","","101.59","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 07:00","2022","02","04","07:00","-10.2","","-15.0","","68","","0.0","","2","","13","","16.1","","101.62","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 08:00","2022","02","04","08:00","-10.4","","-15.4","","67","","0.0","","36","","13","","16.1","","101.55","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 09:00","2022","02","04","09:00","-11.1","","-16.2","","67","","0.0","","35","","17","","16.1","","101.57","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 10:00","2022","02","04","10:00","-10.8","","-16.4","","64","","0.0","","33","","17","","16.1","","101.57","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 11:00","2022","02","04","11:00","-10.3","","-15.9","","64","","0.0","","31","","15","","16.1","","101.54","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 12:00","2022","02","04","12:00","-9.5","","-15.3","","63","","0.0","","31","","21","","16.1","","101.46","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 13:00","2022","02","04","13:00","-10.0","","-15.6","","64","","0.0","","32","","17","","16.1","","101.42","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 14:00","2022","02","04","14:00","-9.4","","-15.3","","63","","0.0","","32","","17","","16.1","","101.34","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 15:00","2022","02","04","15:00","-8.9","","-15.2","","61","","0.0","","32","","15","","16.1","","101.29","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 16:00","2022","02","04","16:00","-9.0","","-15.4","","60","","0.0","","32","","22","","16.1","","101.33","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 17:00","2022","02","04","17:00","-9.1","","-15.1","","62","","0.0","","31","","13","","16.1","","101.38","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 18:00","2022","02","04","18:00","-9.5","","-14.9","","65","","0.0","","32","","15","","16.1","","101.41","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 19:00","2022","02","04","19:00","-10.2","","-15.0","","68","","0.0","","32","","21","","16.1","","101.46","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 20:00","2022","02","04","20:00","-10.2","","-14.9","","69","","0.0","","33","","21","","16.1","","101.48","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 21:00","2022","02","04","21:00","-10.6","","-15.2","","69","","0.0","","33","","17","","16.1","","101.47","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 22:00","2022","02","04","22:00","-11.0","","-15.1","","72","","0.0","","31","","13","","16.1","","101.46","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-04 23:00","2022","02","04","23:00","-11.1","","-15.2","","72","","0.0","","32","","11","","16.1","","101.43","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 00:00","2022","02","05","00:00","-11.4","","-16.4","","67","","0.0","","33","","13","","16.1","","101.41","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 01:00","2022","02","05","01:00","-11.8","","-17.5","","63","","0.0","","32","","17","","16.1","","101.43","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 02:00","2022","02","05","02:00","-12.4","","-18.5","","61","","0.0","","32","","18","","16.1","","101.48","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 03:00","2022","02","05","03:00","-12.6","","-19.3","","58","","0.0","","31","","15","","16.1","","101.53","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 04:00","2022","02","05","04:00","-12.2","","-19.5","","55","","0.0","","32","","15","","16.1","","101.55","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 05:00","2022","02","05","05:00","-12.0","","-20.6","","49","","0.0","","33","","17","","16.1","","101.62","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 06:00","2022","02","05","06:00","-12.5","","-21.2","","49","","0.0","","32","","24","","16.1","","101.73","","","","-22","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 07:00","2022","02","05","07:00","-13.0","","-22.6","","45","","0.0","","32","","15","","16.1","","101.89","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 08:00","2022","02","05","08:00","-13.4","","-22.0","","49","","0.0","","32","","21","","16.1","","102.03","","","","-22","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 09:00","2022","02","05","09:00","-12.7","","-22.9","","43","","0.0","","32","","13","","16.1","","102.17","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 10:00","2022","02","05","10:00","-11.9","","-22.4","","42","","0.0","","33","","15","","16.1","","102.26","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 11:00","2022","02","05","11:00","-11.1","","-20.6","","46","","0.0","","32","","17","","16.1","","102.32","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 12:00","2022","02","05","12:00","-10.3","","-19.1","","49","","0.0","","34","","9","","16.1","","102.36","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 13:00","2022","02","05","13:00","-9.5","","-18.9","","47","","0.0","","32","","13","","16.1","","102.35","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 14:00","2022","02","05","14:00","-8.7","","-19.1","","43","","0.0","","29","","13","","16.1","","102.32","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 15:00","2022","02","05","15:00","-8.3","","-17.5","","48","","0.0","","30","","9","","16.1","","102.32","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 16:00","2022","02","05","16:00","-8.2","","-16.5","","52","","0.0","","19","","9","","16.1","","102.37","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 17:00","2022","02","05","17:00","-8.1","","-16.6","","51","","0.0","","22","","8","","16.1","","102.39","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 18:00","2022","02","05","18:00","-8.8","","-16.9","","53","","0.0","","8","","9","","16.1","","102.40","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 19:00","2022","02","05","19:00","-9.2","","-16.3","","57","","0.0","","7","","9","","16.1","","102.38","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 20:00","2022","02","05","20:00","-7.6","","-17.2","","47","","0.0","","16","","15","","16.1","","102.40","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 21:00","2022","02","05","21:00","-7.3","","-18.7","","40","","0.0","","17","","15","","16.1","","102.35","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 22:00","2022","02","05","22:00","-7.2","","-17.3","","45","","0.0","","16","","15","","16.1","","102.35","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-05 23:00","2022","02","05","23:00","-6.7","","-18.2","","40","","0.0","","15","","11","","16.1","","102.32","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 00:00","2022","02","06","00:00","-6.6","","-15.7","","49","","0.0","","13","","11","","16.1","","102.26","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 01:00","2022","02","06","01:00","-6.2","","-12.6","","61","","0.0","","14","","15","","16.1","","102.24","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 02:00","2022","02","06","02:00","-5.8","","-11.4","","65","","0.0","","16","","21","","16.1","","102.17","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 03:00","2022","02","06","03:00","-5.1","","-9.4","","72","","0.0","","18","","24","","16.1","","102.06","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 04:00","2022","02","06","04:00","-4.7","","-8.4","","76","","0.0","","18","","24","","16.1","","101.99","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 05:00","2022","02","06","05:00","-4.4","","-8.4","","74","","0.0","","19","","34","","16.1","","101.94","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 06:00","2022","02","06","06:00","-4.0","","-8.1","","73","","0.0","","20","","39","","16.1","","101.90","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 07:00","2022","02","06","07:00","-4.0","","-8.6","","70","","0.0","","21","","41","","16.1","","101.84","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 08:00","2022","02","06","08:00","-3.8","","-8.1","","73","","0.0","","20","","39","","16.1","","101.80","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 09:00","2022","02","06","09:00","-3.4","","-7.6","","73","","0.0","","20","","37","","16.1","","101.76","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 10:00","2022","02","06","10:00","-3.0","","-7.8","","70","","0.0","","22","","39","","16.1","","101.74","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 11:00","2022","02","06","11:00","-2.5","","-7.6","","68","","0.0","","22","","35","","16.1","","101.70","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 12:00","2022","02","06","12:00","-2.2","","-6.9","","70","","0.0","","21","","34","","16.1","","101.63","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 13:00","2022","02","06","13:00","-1.8","","-7.1","","68","","0.0","","21","","37","","16.1","","101.51","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 14:00","2022","02","06","14:00","-1.1","","-6.7","","66","","0.0","","21","","34","","16.1","","101.48","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 15:00","2022","02","06","15:00","-0.6","","-6.6","","64","","0.0","","21","","35","","16.1","","101.44","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 16:00","2022","02","06","16:00","-0.2","","-7.1","","60","","0.0","","21","","30","","16.1","","101.43","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 17:00","2022","02","06","17:00","-0.1","","-7.2","","59","","0.0","","21","","30","","16.1","","101.41","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 18:00","2022","02","06","18:00","0.2","","-6.9","","59","","0.0","","22","","28","","16.1","","101.41","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 19:00","2022","02","06","19:00","0.1","","-6.2","","63","","0.0","","26","","15","","16.1","","101.42","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-02-06 20:00","2022","02","06","20:00","-0.4","","-6.2","","65","","0.0","","26","","11","","16.1","","101.43","","","","-4","","NA"
