,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather,key,id,created_at,favorite_count,retweet_count,text,entities,screen_name,datetime_utc,datetime_est,text_no_punc,polarity,datetime_rounded,final_polarity
16,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-01 16:00,2022.0,1.0,1.0,16:00,3.1,,-0.8,,76.0,,0.0,,,,,,,,99.4,,,,,,,2022-01-01 16:00:00,,,,,,,,,,,,,
17,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-01 17:00,2022.0,1.0,1.0,17:00,3.0,,-0.6,,77.0,,0.0,,,,,,,,99.48,,,,,,,2022-01-01 17:00:00,1.4773997175585014e+18,2022-01-01 22:01:56+00:00,0.0,0.0,rt @311toronto: snowfall is expected today evening through sunday afternoon. the city uses weather forecasting services and data collected…,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': '311Toronto', 'name': '311 Toronto', 'id': 24201621, 'id_str': '24201621', 'indices': [3, 14]}], 'symbols': []}",TPSAux51652,2022-01-01 22:01:56+00:00,2022-01-01 17:01:56-05:00,rt  311toronto  snowfall is expected today evening through sunday afternoon  the city uses weather forecasting services and data collected…,0.0,2022-01-01 17:00:00-05:00,Negative
18,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-01 17:00,2022.0,1.0,1.0,17:00,3.0,,-0.6,,77.0,,0.0,,,,,,,,99.48,,,,,,,2022-01-01 17:00:00,1.477399232139055e+18,2022-01-01 22:00:00+00:00,5.0,1.0,snowfall is expected today evening through sunday afternoon. the city uses weather forecasting services and data co… https://t.co/aa2ai38bsa,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Aa2Ai38BsA', 'expanded_url': 'https://twitter.com/i/web/status/1477399232139055109', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",311Toronto,2022-01-01 22:00:00+00:00,2022-01-01 17:00:00-05:00,snowfall is expected today evening through sunday afternoon  the city uses weather forecasting services and data co… https   t co aa2ai38bsa,0.0,2022-01-01 17:00:00-05:00,Negative
19,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-01 18:00,2022.0,1.0,1.0,18:00,2.2,,-1.2,,78.0,,0.0,,,,,,,,99.49,,,,,,,2022-01-01 18:00:00,,,,,,,,,,,,,
20,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-01 19:00,2022.0,1.0,1.0,19:00,2.2,,-1.2,,78.0,,0.0,,,,,,,,99.5,,,,,,,2022-01-01 19:00:00,,,,,,,,,,,,,
21,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-01 20:00,2022.0,1.0,1.0,20:00,0.8,,-0.8,,89.0,,0.2,,,,,,,,99.53,,,,,,,2022-01-01 20:00:00,,,,,,,,,,,,,
22,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-01 21:00,2022.0,1.0,1.0,21:00,0.1,,-1.5,,89.0,,0.4,,,,,,,,99.47,,,,,,,2022-01-01 21:00:00,,,,,,,,,,,,,
23,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-01 22:00,2022.0,1.0,1.0,22:00,-0.7,,-2.4,,89.0,,0.5,,,,,,,,99.47,,,,,,,2022-01-01 22:00:00,,,,,,,,,,,,,
24,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-01 23:00,2022.0,1.0,1.0,23:00,-1.1,,-2.7,,89.0,,0.5,,,,,,,,99.49,,,,,,,2022-01-01 23:00:00,1.4774910908864348e+18,2022-01-02 04:05:01+00:00,0.0,0.0,rt @to_winterops: all expressways and main roads are being salted.  #cityoftowinteralert @311toronto,"{'hashtags': [{'text': 'CityofTOWinterAlert', 'indices': [68, 88]}], 'urls': [], 'user_mentions': [{'screen_name': 'TO_WinterOps', 'name': 'TO Winter Operations', 'id': 2319261674, 'id_str': '2319261674', 'indices': [3, 16]}, {'screen_name': '311Toronto', 'name': '311 Toronto', 'id': 24201621, 'id_str': '24201621', 'indices': [89, 100]}], 'symbols': []}",TO_Transport,2022-01-02 04:05:01+00:00,2022-01-01 23:05:01-05:00,rt  to winterops  all expressways and main roads are being salted    cityoftowinteralert  311toronto,0.0,2022-01-01 23:00:00-05:00,Negative
25,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-01 23:00,2022.0,1.0,1.0,23:00,-1.1,,-2.7,,89.0,,0.5,,,,,,,,99.49,,,,,,,2022-01-01 23:00:00,1.477483825638822e+18,2022-01-02 03:36:09+00:00,0.0,0.0,rt @to_winterops: all expressways and main roads are being salted.  #cityoftowinteralert @311toronto,"{'hashtags': [{'text': 'CityofTOWinterAlert', 'indices': [68, 88]}], 'urls': [], 'user_mentions': [{'screen_name': 'TO_WinterOps', 'name': 'TO Winter Operations', 'id': 2319261674, 'id_str': '2319261674', 'indices': [3, 16]}, {'screen_name': '311Toronto', 'name': '311 Toronto', 'id': 24201621, 'id_str': '24201621', 'indices': [89, 100]}], 'symbols': []}",ksenija011,2022-01-02 03:36:09+00:00,2022-01-01 22:36:09-05:00,rt  to winterops  all expressways and main roads are being salted    cityoftowinteralert  311toronto,0.0,2022-01-01 23:00:00-05:00,Negative
26,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 00:00,2022.0,1.0,2.0,00:00,-1.5,,-3.5,,86.0,,0.3,,,,,,,,99.54,,,,,,,2022-01-02 00:00:00,,,,,,,,,,,,,
27,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 01:00,2022.0,1.0,2.0,01:00,-2.1,,-4.3,,85.0,,0.5,,,,,,,,99.53,,,,,,,2022-01-02 01:00:00,,,,,,,,,,,,,
28,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 02:00,2022.0,1.0,2.0,02:00,-2.3,,-5.3,,80.0,,0.0,,,,,,,,99.48,,,,,,,2022-01-02 02:00:00,,,,,,,,,,,,,
29,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 03:00,2022.0,1.0,2.0,03:00,-2.6,,-6.5,,75.0,,0.0,,,,,,,,99.48,,,,,,,2022-01-02 03:00:00,,,,,,,,,,,,,
30,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 04:00,2022.0,1.0,2.0,04:00,-2.9,,-7.1,,73.0,,0.0,,,,,,,,99.48,,,,,,,2022-01-02 04:00:00,,,,,,,,,,,,,
31,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 05:00,2022.0,1.0,2.0,05:00,-3.1,,-7.2,,74.0,,0.0,,,,,,,,99.49,,,,,,,2022-01-02 05:00:00,,,,,,,,,,,,,
32,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 06:00,2022.0,1.0,2.0,06:00,-3.8,,-7.9,,73.0,,0.0,,,,,,,,99.57,,,,,,,2022-01-02 06:00:00,,,,,,,,,,,,,
33,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 07:00,2022.0,1.0,2.0,07:00,-5.1,,-8.8,,75.0,,0.0,,,,,,,,99.64,,,,,,,2022-01-02 07:00:00,1.4776106277241528e+18,2022-01-02 12:00:00+00:00,2.0,1.0,snowfall alert – please give snow clearing vehicles time to work. be patient and give them room to make our roads a… https://t.co/odjpidm2bg,"{'hashtags': [], 'urls': [{'url': 'https://t.co/odjpIdm2bG', 'expanded_url': 'https://twitter.com/i/web/status/1477610627724152833', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",311Toronto,2022-01-02 12:00:00+00:00,2022-01-02 07:00:00-05:00,snowfall alert – please give snow clearing vehicles time to work  be patient and give them room to make our roads a… https   t co odjpidm2bg,2.5,2022-01-02 07:00:00-05:00,Postive
34,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 08:00,2022.0,1.0,2.0,08:00,-5.7,,-9.2,,77.0,,0.0,,,,,,,,99.69,,,,,,,2022-01-02 08:00:00,1.4776329779916186e+18,2022-01-02 13:28:49+00:00,0.0,0.0,rt @311toronto: snowfall alert – please give snow clearing vehicles time to work. be patient and give them room to make our roads and sidew…,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': '311Toronto', 'name': '311 Toronto', 'id': 24201621, 'id_str': '24201621', 'indices': [3, 14]}], 'symbols': []}",rosemarytoronto,2022-01-02 13:28:49+00:00,2022-01-02 08:28:49-05:00,rt  311toronto  snowfall alert – please give snow clearing vehicles time to work  be patient and give them room to make our roads and sidew…,2.5,2022-01-02 08:00:00-05:00,Postive
35,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 08:00,2022.0,1.0,2.0,08:00,-5.7,,-9.2,,77.0,,0.0,,,,,,,,99.69,,,,,,,2022-01-02 08:00:00,1.477630750203822e+18,2022-01-02 13:19:58+00:00,0.0,0.0,"rt @wardforpeople: @to_winterops @311toronto again with streets first 

sidewalks first please!
@walk_to @ffsafestreets @mckelvieward25 @to…","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'wardFORpeople', 'name': '“begging for twigs”', 'id': 2439928526, 'id_str': '2439928526', 'indices': [3, 17]}, {'screen_name': 'TO_WinterOps', 'name': 'TO Winter Operations', 'id': 2319261674, 'id_str': '2319261674', 'indices': [19, 32]}, {'screen_name': '311Toronto', 'name': '311 Toronto', 'id': 24201621, 'id_str': '24201621', 'indices': [33, 44]}, {'screen_name': 'Walk_TO', 'name': 'Walk Toronto', 'id': 407243130, 'id_str': '407243130', 'indices': [96, 104]}, {'screen_name': 'FFSafeStreets', 'name': 'FFSS', 'id': 789186857561051138, 'id_str': '789186857561051138', 'indices': [105, 119]}, {'screen_name': 'McKelvieWard25', 'name': 'Jennifer McKelvie', 'id': 2365063687, 'id_str': '2365063687', 'indices': [120, 135]}], 'symbols': []}",jsquaredink,2022-01-02 13:19:58+00:00,2022-01-02 08:19:58-05:00,"rt  wardforpeople   to winterops  311toronto again with streets first 

sidewalks first please 
 walk to  ffsafestreets  mckelvieward25  to…",1.3,2022-01-02 08:00:00-05:00,Postive
36,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 08:00,2022.0,1.0,2.0,08:00,-5.7,,-9.2,,77.0,,0.0,,,,,,,,99.69,,,,,,,2022-01-02 08:00:00,1.477630493592068e+18,2022-01-02 13:18:57+00:00,8.0,3.0,"@to_winterops @311toronto again with streets first 

sidewalks first please!
@walk_to @ffsafestreets… https://t.co/oixteirszl","{'hashtags': [], 'urls': [{'url': 'https://t.co/oixTeiRSZL', 'expanded_url': 'https://twitter.com/i/web/status/1477630493592068099', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [102, 125]}], 'user_mentions': [{'screen_name': 'TO_WinterOps', 'name': 'TO Winter Operations', 'id': 2319261674, 'id_str': '2319261674', 'indices': [0, 13]}, {'screen_name': '311Toronto', 'name': '311 Toronto', 'id': 24201621, 'id_str': '24201621', 'indices': [14, 25]}, {'screen_name': 'Walk_TO', 'name': 'Walk Toronto', 'id': 407243130, 'id_str': '407243130', 'indices': [77, 85]}, {'screen_name': 'FFSafeStreets', 'name': 'FFSS', 'id': 789186857561051138, 'id_str': '789186857561051138', 'indices': [86, 100]}], 'symbols': []}",wardFORpeople,2022-01-02 13:18:57+00:00,2022-01-02 08:18:57-05:00," to winterops  311toronto again with streets first 

sidewalks first please 
 walk to  ffsafestreets… https   t co oixteirszl",1.3,2022-01-02 08:00:00-05:00,Postive
37,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 09:00,2022.0,1.0,2.0,09:00,-6.3,,-8.9,,82.0,,0.5,,,,,,,,99.78,,,,,,,2022-01-02 09:00:00,,,,,,,,,,,,,
38,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 10:00,2022.0,1.0,2.0,10:00,-6.5,,-8.7,,84.0,,0.6,,,,,,,,99.86,,,,,,,2022-01-02 10:00:00,,,,,,,,,,,,,
39,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 11:00,2022.0,1.0,2.0,11:00,-6.6,,-9.7,,78.0,,0.6,,,,,,,,99.91,,,,,,,2022-01-02 11:00:00,1.4776751743087575e+18,2022-01-02 16:16:30+00:00,0.0,0.0,"rt @wardforpeople: @to_winterops @311toronto again with streets first 

sidewalks first please!
@walk_to @ffsafestreets @mckelvieward25 @to…","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'wardFORpeople', 'name': '“begging for twigs”', 'id': 2439928526, 'id_str': '2439928526', 'indices': [3, 17]}, {'screen_name': 'TO_WinterOps', 'name': 'TO Winter Operations', 'id': 2319261674, 'id_str': '2319261674', 'indices': [19, 32]}, {'screen_name': '311Toronto', 'name': '311 Toronto', 'id': 24201621, 'id_str': '24201621', 'indices': [33, 44]}, {'screen_name': 'Walk_TO', 'name': 'Walk Toronto', 'id': 407243130, 'id_str': '407243130', 'indices': [96, 104]}, {'screen_name': 'FFSafeStreets', 'name': 'FFSS', 'id': 789186857561051138, 'id_str': '789186857561051138', 'indices': [105, 119]}, {'screen_name': 'McKelvieWard25', 'name': 'Jennifer McKelvie', 'id': 2365063687, 'id_str': '2365063687', 'indices': [120, 135]}], 'symbols': []}",Bkchk7,2022-01-02 16:16:30+00:00,2022-01-02 11:16:30-05:00,"rt  wardforpeople   to winterops  311toronto again with streets first 

sidewalks first please 
 walk to  ffsafestreets  mckelvieward25  to…",1.3,2022-01-02 11:00:00-05:00,Postive
40,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 12:00,2022.0,1.0,2.0,12:00,-6.5,,-9.8,,77.0,,0.3,,,,,,,,99.94,,,,,,,2022-01-02 12:00:00,,,,,,,,,,,,,
41,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 13:00,2022.0,1.0,2.0,13:00,-6.5,,-11.7,,66.0,,0.1,,,,,,,,100.05,,,,,,,2022-01-02 13:00:00,,,,,,,,,,,,,
42,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 14:00,2022.0,1.0,2.0,14:00,-6.0,,-13.8,,54.0,,0.0,,,,,,,,100.13,,,,,,,2022-01-02 14:00:00,,,,,,,,,,,,,
43,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 15:00,2022.0,1.0,2.0,15:00,-5.9,,-13.8,,53.0,,0.0,,,,,,,,100.16,,,,,,,2022-01-02 15:00:00,,,,,,,,,,,,,
44,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 16:00,2022.0,1.0,2.0,16:00,-5.7,,-11.4,,64.0,,0.0,,,,,,,,100.35,,,,,,,2022-01-02 16:00:00,1.477747020974723e+18,2022-01-02 21:01:59+00:00,0.0,0.0,rt @311toronto: track snow clearing equipment using https://t.co/cohbtoxh0z or find out when a street near you was last serviced. @to_winte…,"{'hashtags': [], 'urls': [{'url': 'https://t.co/cOHBtoxH0Z', 'expanded_url': 'http://toronto.ca/plowTO', 'display_url': 'toronto.ca/plowTO', 'indices': [52, 75]}], 'user_mentions': [{'screen_name': '311Toronto', 'name': '311 Toronto', 'id': 24201621, 'id_str': '24201621', 'indices': [3, 14]}], 'symbols': []}",EastEndCommuni1,2022-01-02 21:01:59+00:00,2022-01-02 16:01:59-05:00,rt  311toronto  track snow clearing equipment using https   t co cohbtoxh0z or find out when a street near you was last serviced   to winte…,0.0,2022-01-02 16:00:00-05:00,Negative
45,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 16:00,2022.0,1.0,2.0,16:00,-5.7,,-11.4,,64.0,,0.0,,,,,,,,100.35,,,,,,,2022-01-02 16:00:00,1.4777465199273615e+18,2022-01-02 21:00:00+00:00,4.0,1.0,track snow clearing equipment using https://t.co/cohbtoxh0z or find out when a street near you was last serviced.… https://t.co/aavotzlsfo,"{'hashtags': [], 'urls': [{'url': 'https://t.co/cOHBtoxH0Z', 'expanded_url': 'http://toronto.ca/plowTO', 'display_url': 'toronto.ca/plowTO', 'indices': [36, 59]}, {'url': 'https://t.co/AavOtzLsfo', 'expanded_url': 'https://twitter.com/i/web/status/1477746519927361537', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}], 'user_mentions': [], 'symbols': []}",311Toronto,2022-01-02 21:00:00+00:00,2022-01-02 16:00:00-05:00,track snow clearing equipment using https   t co cohbtoxh0z or find out when a street near you was last serviced … https   t co aavotzlsfo,0.0,2022-01-02 16:00:00-05:00,Negative
46,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 17:00,2022.0,1.0,2.0,17:00,-6.0,,-11.1,,68.0,,0.0,,,,,,,,100.47,,,,,,,2022-01-02 17:00:00,1.477759443026727e+18,2022-01-02 21:51:21+00:00,1.0,0.0,@wardforpeople @to_winterops @311toronto @walk_to @ffsafestreets @mckelvieward25 the winter operations account ain'… https://t.co/6phj1mggog,"{'hashtags': [], 'urls': [{'url': 'https://t.co/6phj1mGgOg', 'expanded_url': 'https://twitter.com/i/web/status/1477759443026726913', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'wardFORpeople', 'name': '“begging for twigs”', 'id': 2439928526, 'id_str': '2439928526', 'indices': [0, 14]}, {'screen_name': 'TO_WinterOps', 'name': 'TO Winter Operations', 'id': 2319261674, 'id_str': '2319261674', 'indices': [15, 28]}, {'screen_name': '311Toronto', 'name': '311 Toronto', 'id': 24201621, 'id_str': '24201621', 'indices': [29, 40]}, {'screen_name': 'Walk_TO', 'name': 'Walk Toronto', 'id': 407243130, 'id_str': '407243130', 'indices': [41, 49]}, {'screen_name': 'FFSafeStreets', 'name': 'FFSS', 'id': 789186857561051138, 'id_str': '789186857561051138', 'indices': [50, 64]}, {'screen_name': 'McKelvieWard25', 'name': 'Jennifer McKelvie', 'id': 2365063687, 'id_str': '2365063687', 'indices': [65, 80]}], 'symbols': []}",AdamGFrench,2022-01-02 21:51:21+00:00,2022-01-02 16:51:21-05:00, wardforpeople  to winterops  311toronto  walk to  ffsafestreets  mckelvieward25 the winter operations account ain … https   t co 6phj1mggog,0.0,2022-01-02 17:00:00-05:00,Negative
47,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 18:00,2022.0,1.0,2.0,18:00,-6.3,,-11.1,,69.0,,0.0,,,,,,,,100.6,,,,,,,2022-01-02 18:00:00,,,,,,,,,,,,,
48,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 19:00,2022.0,1.0,2.0,19:00,-7.0,,-12.2,,66.0,,0.0,,,,,,,,100.69,,,,,,,2022-01-02 19:00:00,1.4777888415997133e+18,2022-01-02 23:48:10+00:00,0.0,0.0,"@to_winterops my first winter at bayview post road area the sidewalks were cleared very quickly and cleanly.

so fa… https://t.co/aa6dpnzimj","{'hashtags': [], 'urls': [{'url': 'https://t.co/Aa6DPnZiMj', 'expanded_url': 'https://twitter.com/i/web/status/1477788841599713281', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'TO_WinterOps', 'name': 'TO Winter Operations', 'id': 2319261674, 'id_str': '2319261674', 'indices': [0, 13]}], 'symbols': []}",FrankHadzalic,2022-01-02 23:48:10+00:00,2022-01-02 18:48:10-05:00," to winterops my first winter at bayview post road area the sidewalks were cleared very quickly and cleanly 

so fa… https   t co aa6dpnzimj",0.4,2022-01-02 19:00:00-05:00,Postive
49,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 20:00,2022.0,1.0,2.0,20:00,-7.7,,-12.3,,69.0,,0.0,,,,,,,,100.77,,,,,,,2022-01-02 20:00:00,,,,,,,,,,,,,
50,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 21:00,2022.0,1.0,2.0,21:00,-8.3,,-12.4,,72.0,,0.0,,,,,,,,100.83,,,,,,,2022-01-02 21:00:00,,,,,,,,,,,,,
51,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 22:00,2022.0,1.0,2.0,22:00,-8.8,,-12.2,,76.0,,0.0,,,,,,,,100.85,,,,,,,2022-01-02 22:00:00,,,,,,,,,,,,,
52,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-02 23:00,2022.0,1.0,2.0,23:00,-9.3,,-13.8,,70.0,,0.0,,,,,,,,100.84,,,,,,,2022-01-02 23:00:00,,,,,,,,,,,,,
53,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-03 00:00,2022.0,1.0,3.0,00:00,-9.7,,-14.6,,67.0,,0.0,,,,,,,,100.92,,,,,,,2022-01-03 00:00:00,,,,,,,,,,,,,
54,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-03 01:00,2022.0,1.0,3.0,01:00,-10.4,,-15.1,,68.0,,0.0,,,,,,,,100.96,,,,,,,2022-01-03 01:00:00,,,,,,,,,,,,,
55,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-03 02:00,2022.0,1.0,3.0,02:00,-10.8,,-16.2,,65.0,,0.0,,,,,,,,101.08,,,,,,,2022-01-03 02:00:00,,,,,,,,,,,,,
56,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-03 03:00,2022.0,1.0,3.0,03:00,-11.2,,-16.9,,63.0,,0.0,,,,,,,,101.2,,,,,,,2022-01-03 03:00:00,,,,,,,,,,,,,
57,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-03 04:00,2022.0,1.0,3.0,04:00,-11.4,,-16.1,,68.0,,0.0,,,,,,,,101.29,,,,,,,2022-01-03 04:00:00,,,,,,,,,,,,,
58,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-03 05:00,2022.0,1.0,3.0,05:00,-12.1,,-16.3,,71.0,,0.0,,,,,,,,101.31,,,,,,,2022-01-03 05:00:00,,,,,,,,,,,,,
59,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-03 06:00,2022.0,1.0,3.0,06:00,-12.4,,-16.9,,69.0,,0.0,,,,,,,,101.26,,,,,,,2022-01-03 06:00:00,,,,,,,,,,,,,
60,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-03 07:00,2022.0,1.0,3.0,07:00,-12.6,,-16.7,,71.0,,0.0,,,,,,,,101.27,,,,,,,2022-01-03 07:00:00,,,,,,,,,,,,,
61,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-03 08:00,2022.0,1.0,3.0,08:00,-12.6,,-17.6,,66.0,,0.0,,,,,,,,101.24,,,,,,,2022-01-03 08:00:00,,,,,,,,,,,,,
62,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-03 09:00,2022.0,1.0,3.0,09:00,-12.2,,-19.1,,56.0,,0.0,,,,,,,,101.35,,,,,,,2022-01-03 09:00:00,,,,,,,,,,,,,
63,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-03 10:00,2022.0,1.0,3.0,10:00,-10.5,,-18.9,,50.0,,0.0,,,,,,,,101.41,,,,,,,2022-01-03 10:00:00,,,,,,,,,,,,,
64,-79.4,43.67,TORONTO CITY,6158355.0,2022-01-03 11:00,2022.0,1.0,3.0,11:00,-8.7,,-19.2,,42.0,,0.0,,,,,,,,101.42,,,,,,,2022-01-03 11:00:00,,,,,,,,,,,,,
